,Anthropology Archaeology Concentration B.S.,Anthropology Biological Anthropology Concentration B.S.,Anthropology Cross-Disciplinary Anthropology Concentration B.S.,Anthropology Linguistic Anthropology Concentration B.S.,Anthropology Sociocultural Anthropology Concentration B.S.,Applied Fire Science And Management B.S.,Art Art Education Concentration B.A.,Art Art Studio Concentration B.A.,Art History And Museum Studies B.A.,Biochemistry B.S.,Biology Cellular Molecular Biology Concentration B.S.,Biology Ecology Concentration B.S.,Biology General Biology Concentration B.S.,Biology Microbiology Concentration B.S.,Biology Science Education Concentration B.S.,Botany B.S.,Business Administration Accounting Concentration B.S.,Business Administration Economics Concentration B.S.,Business Administration Finance Concentration B.S.,Business Administration Management And Entrepreneurship Concentration B.S.,Business Administration Marketing Concentration B.S.,Cannabis Studies Environmental Stewardship Concentration B.A.,Cannabis Studies Policy Stewardship Concentration B.A.,Chemistry B.A.,Chemistry B.S.,Child Development And Family Relationships Child And Family Services Concentration B.A.,Child Development And Family Relationships Specialized Studies Concentration B.A.,Child Development And Family Relationships Teaching Concentration B.A.,Communication B.A.,Computer Science B.S.,Criminology And Justice Studies B.A.,Critical Race Gender And Sexuality Studies B.A.,Dance B.A.,Data Science B.S.,Economics B.A.,Energy Systems Engineering B.S.,English B.A.,English English Education Concentration B.A.,Environmental Resources Engineering B.S.,Environmental Science And Management Ecological Restoration Concentration B.S.,Environmental Science And Management Energy And Climate Concentration B.S.,Environmental Science And Management Environmental Education And Interpretation Concentration B.S.,Environmental Science And Management Environmental Planning And Policy B.S.,Environmental Science And Management Geospatial Science Concentration B.S.,Environmental Studies B.A.,Film B.A.,Fine Art B.F.A.,Fisheries Biology Aquaculture Concentration B.S.,Fisheries Biology Freshwater Fisheries Concentration B.S.,Fisheries Biology Marine Fisheries Concentration B.S.,Forestry Fire Management Concentration B.S.,Forestry Forest Hydrology Concentration B.S.,Forestry Forest Operations Concentration B.S.,Forestry Forest Restoration Concentration B.S.,Forestry Forest Soils Concentration B.S.,Forestry Tribal Forestry Concentration B.S.,French And Francophone Studies B.A.,Geography B.A.,Geology B.S.,Geology Geosciences Concentration B.A.,Geospatial Science And Technology Environmental Science And Management Concentration B.S.,Geospatial Science And Technology Social Science Concentration B.S.,History B.A.,History Education Concentration B.A.,Interdisciplinary Studies Individualized Degree Plan Concentration B.A.,International Studies Chinese Studies Concentration B.A.,International Studies Development Studies Concentration B.A.,International Studies European Studies Concentration B.A.,International Studies Global Cultural Studies Concentration B.A.,International Studies Latin American Studies Concentration B.A.,Journalism Media Studies Concentration B.A.,Journalism News Concentration B.A.,Journalism Public Relations Concentration B.A.,Kinesiology Exercise Science Concentration B.S.,Kinesiology Health Promotion Concentration B.S.,Kinesiology Physical Education Teaching Concentration B.S.,Kinesiology Pre-Health Professions Concentration B.S.,Leadership Studies B.A.,Liberal Studies Child Development Special Education Itep Concentration B.A.,Liberal Studies Child Development   Elementary Education Concentration B.A.,Liberal Studies Elementary Education Concentration B.A.,Liberal Studies Elementary Education Itep Concentration B.A.,Marine Biology B.S.,Mathematics B.A.,Mechanical Engineering B.S.,Music Applied Music Concentration B.A.,Music Music Education Pre-Credential Concentration B.A.,Music Music Studies Concentration B.A.,Native American Studies B.A.,Nursing Rn To Bsn Concentration B.S.,Oceanography B.S.,Philosophy B.A.,Physical Science B.A.,Physics Astronomy Concentration B.S.,Physics B.S.,Political Science B.A.,Political Science Global Politics Concentration B.A.,Political Science Law And Policy Concentration B.A.,Political Science Politics Of Environment And Sustainability Concentration B.A.,Psychology B.A.,Rangeland Resource Science B.S.,Rangeland Resource Science Wildland Soil Science Concentration B.S.,Recreation Administration B.A.,Religious Studies B.A.,Social Work B.A.,Sociology B.A.,Software Engineering B.S.,Spanish B.A.,Theatre Arts B.A.,Wildlife Wildlife Ecology Conservation And Management Concentration B.S.,Zoology B.S.
Music Music Education Pre-Credential Concentration B.A.,0.10741233910341766,0.11176737846433439,0.10745058286872783,0.12595744680851065,0.1173931808372896,0.09079550187421907,0.13821138211382114,0.13227250124316262,0.11363636363636363,0.07928118393234672,0.061408789885611076,0.06655386350817823,0.055412371134020616,0.06694560669456066,0.04284727021423635,0.08963282937365011,0.06998158379373849,0.064030131826742,0.07528840315725562,0.08,0.07537688442211055,0.09287257019438445,0.10199125789218066,0.05912596401028278,0.05514458641560188,0.06947227788911156,0.060687795010114634,0.10133630289532294,0.09305289993626514,0.06186868686868687,0.09473124002128792,0.11614730878186968,0.1761929732564237,0.07142857142857142,0.09624724061810154,0.07553026383859286,0.11932938856015779,0.08631153068105192,0.07446808510638298,0.10033726812816189,0.09156895589056394,0.10721324398896334,0.10210696920583469,0.10009017132551848,0.11081794195250659,0.05682605682605683,0.13219829744616926,0.0731981981981982,0.07362637362637363,0.07086614173228346,0.08662696264212236,0.0768348623853211,0.08485499462943072,0.08652411735454997,0.07532321528948847,0.09656652360515021,0.058191018342821,0.10532030401737243,0.07344064386317907,0.06071645415907711,0.11172161172161173,0.11058601134215501,0.09744990892531877,0.10608695652173913,0.02073365231259968,0.08803471791692498,0.08998732572877059,0.11040339702760085,0.11391724879097259,0.09387997623291741,0.07252124645892351,0.07775377969762419,0.08096280087527352,0.10271546635182999,0.115494568324757,0.10077984403119376,0.09962506695232994,0.04187725631768953,0.1447562776957164,0.1266490765171504,0.13402597402597402,0.12987012987012986,0.0819277108433735,0.061224489795918366,0.06639427987742594,0.8372739916550765,1.0,0.7389969293756398,0.075,0.05752212389380531,0.049136786188579015,0.056241426611796985,0.020061728395061727,0.0533515731874145,0.0527411519777932,0.0952921157118548,0.0952921157118548,0.09534492428491306,0.0952921157118548,0.09706546275395034,0.08004212743549237,0.07879114948731786,0.0783132530120482,0.0703851261620186,0.07787391841779975,0.0945945945945946,0.0640279394644936,0.07336956521739131,0.09827357237715803,0.08439247585155059,0.07280750137892995
Music Music Studies Concentration B.A.,0.11081226465841851,0.11732152739346983,0.11779607346421786,0.130879345603272,0.11856474258970359,0.08868958644743398,0.13468869123252858,0.13234384662956092,0.13302034428794993,0.07610146862483311,0.06471981057616416,0.06671501087744743,0.06217616580310881,0.0688037529319781,0.04938271604938271,0.08641975308641975,0.08097165991902834,0.07839866555462886,0.08459696727853153,0.09286898839137644,0.08681135225375626,0.09465020576131687,0.1057057057057057,0.060240963855421686,0.0585544373284538,0.0743427017225748,0.0642791551882461,0.0898716119828816,0.10382978723404256,0.06050420168067227,0.10774410774410774,0.1148491879350348,0.21546596166556511,0.07309486780715396,0.08872260823089258,0.08187134502923976,0.12607099143206854,0.09733700642791551,0.07089151450053706,0.09201213346814964,0.08876163206871868,0.09426038264115726,0.08871745419479267,0.08771929824561403,0.1018149623727313,0.07054337464251668,0.13349968808484092,0.06512301013024602,0.061711079943899017,0.06213872832369942,0.08258774948382656,0.08,0.0885558583106267,0.08658008658008658,0.07653429602888087,0.10476190476190476,0.06402695871946082,0.09944751381215469,0.06775407779171895,0.06384676775738228,0.09385474860335195,0.10104529616724739,0.09988901220865705,0.10598111227701994,0.03488372093023256,0.10008203445447088,0.09966216216216216,0.11409395973154363,0.1281526925698705,0.10395655546935609,0.08898614150255288,0.09739368998628258,0.100418410041841,0.09538461538461539,0.1047970479704797,0.0816967792615868,0.09368635437881874,0.04843592330978809,0.12339645693341478,0.12125249833444371,0.12540822991508818,0.1181592039800995,0.07971445568114217,0.06319702602230483,0.06777493606138107,0.8848553601815088,0.7389969293756398,1.0,0.09642301710730948,0.058212058212058215,0.06474820143884892,0.06578947368421052,0.037694013303769404,0.06179775280898876,0.06685768863419293,0.1095690284879474,0.1095690284879474,0.10943124550035997,0.1095690284879474,0.09288824383164006,0.07973421926910298,0.08636052090472926,0.08372827804107424,0.09172661870503597,0.0784313725490196,0.10419681620839363,0.06646525679758308,0.09090909090909091,0.17086330935251798,0.08010171646535283,0.07329105003523609
Native American Studies B.A.,0.3722397476340694,0.3835616438356164,0.35555555555555557,0.3400713436385256,0.36628259551243175,0.28851702250432776,0.14307692307692307,0.1355174981384959,0.1394422310756972,0.10457516339869281,0.10070493454179255,0.11221719457013575,0.09049773755656108,0.1054726368159204,0.09499358151476252,0.13344594594594594,0.11446409989594172,0.10810810810810811,0.11031664964249234,0.11158798283261803,0.12337662337662338,0.31756756756756754,0.2818116462976276,0.0472972972972973,0.04395604395604396,0.17852834740651388,0.17177914110429449,0.19326241134751773,0.1509433962264151,0.09170305676855896,0.2989265070189926,0.1889655172413793,0.19854721549636803,0.11067193675889328,0.12147777082028804,0.24347826086956523,0.18529411764705883,0.14478527607361963,0.1309823677581864,0.2335680751173709,0.20480854853072128,0.2504012841091493,0.23444444444444446,0.19612903225806452,0.2680100755667506,0.1032258064516129,0.13393528969149737,0.11913357400722022,0.11979166666666667,0.11891891891891893,0.1594571670907549,0.16356877323420074,0.1541038525963149,0.1533879374534624,0.1548154815481548,0.3612040133779264,0.10076670317634173,0.16013628620102216,0.11818181818181818,0.13278855975485188,0.19920844327176782,0.18922651933701656,0.20287958115183247,0.20465686274509803,0.06825938566552901,0.21164021164021163,0.189010989010989,0.17105263157894737,0.2112321877619447,0.20492610837438424,0.15496809480401094,0.14189189189189189,0.15172413793103448,0.16374269005847952,0.18131359851988899,0.16816816816816818,0.17514595496246874,0.08647140864714087,0.21423330887747616,0.21189894050529748,0.22911694510739858,0.19640179910044978,0.1279317697228145,0.09226932668329177,0.10077519379844961,0.0913364674278039,0.075,0.09642301710730948,1.0,0.11046511627906977,0.07159904534606205,0.1620253164556962,0.028662420382165606,0.0654911838790932,0.0724450194049159,0.22465753424657534,0.22465753424657534,0.22242152466367712,0.22465753424657534,0.19927536231884058,0.1852152721364744,0.18565400843881857,0.18951612903225806,0.19331742243436753,0.21263157894736842,0.16425992779783394,0.12,0.12189054726368159,0.13365155131264916,0.21093148575827558,0.13449781659388646
Nursing Rn To Bsn Concentration B.S.,0.10467882632831087,0.11083540115798181,0.11009174311926606,0.10014727540500737,0.12830188679245283,0.0880056777856636,0.12090163934426229,0.11776251226692837,0.08823529411764706,0.09333333333333334,0.08669656203288491,0.08706786171574904,0.08928571428571429,0.08516886930983847,0.0967032967032967,0.09767441860465116,0.10361067503924647,0.08652246256239601,0.0916030534351145,0.10526315789473684,0.10666666666666667,0.11395348837209303,0.11996251171508904,0.04964539007092199,0.05656565656565657,0.13465346534653466,0.13034623217922606,0.16169154228855723,0.2045060658578856,0.06418918918918919,0.1488162344983089,0.11545293072824156,0.09180327868852459,0.06395348837209303,0.08955223880597014,0.09139213602550478,0.13127413127413126,0.1425661914460285,0.0680379746835443,0.11594202898550725,0.16520650813516896,0.10097087378640776,0.1111111111111111,0.11092985318107668,0.12522576760987358,0.08869179600886919,0.11343283582089553,0.07397959183673469,0.07004830917874397,0.07124681933842239,0.0935672514619883,0.08776595744680851,0.10574712643678161,0.09617271835132483,0.08640406607369759,0.0963302752293578,0.044142614601018676,0.11764705882352941,0.0783132530120482,0.06412213740458016,0.11241610738255034,0.11387900355871886,0.06478405315614617,0.07339449541284404,0.08396946564885496,0.10950080515297907,0.11262798634812286,0.08520179372197309,0.08515535097813579,0.10419681620839363,0.12160413971539456,0.11627906976744186,0.11961722488038277,0.1794871794871795,0.17701453104359313,0.1688888888888889,0.16228571428571428,0.1628498727735369,0.136669874879692,0.14396456256921372,0.13719185423365488,0.12079207920792079,0.08125577100646353,0.06276150627615062,0.07453416149068323,0.06866952789699571,0.05752212389380531,0.058212058212058215,0.11046511627906977,1.0,0.08560311284046693,0.07296137339055794,0.039473684210526314,0.059574468085106386,0.066815144766147,0.11932555123216602,0.11932555123216602,0.11630847029077118,0.11932555123216602,0.11794871794871795,0.10143329658213891,0.11149825783972125,0.19760479041916168,0.09727626459143969,0.14696485623003194,0.1096938775510204,0.07988980716253444,0.06666666666666667,0.10116731517509728,0.09846153846153846,0.0925700365408039
Oceanography B.S.,0.14457831325301204,0.19426048565121412,0.10786914235190097,0.08753315649867374,0.0976271186440678,0.16420782552918536,0.09769094138543517,0.09923011120615911,0.0746987951807229,0.37714285714285717,0.3785103785103785,0.41245972073039744,0.4169014084507042,0.38748495788206977,0.4925619834710744,0.3722772277227723,0.12452350698856417,0.11451398135818908,0.11677018633540373,0.11081794195250659,0.11466666666666667,0.16831683168316833,0.13640098603122433,0.43977591036414565,0.3627906976744186,0.0732824427480916,0.0686427457098284,0.1090146750524109,0.0907840440165062,0.16442048517520216,0.12343297974927676,0.05329153605015674,0.0863849765258216,0.18854415274463007,0.16303583977512298,0.304307974335472,0.06745362563237774,0.0686427457098284,0.25035360678925034,0.17516339869281045,0.2950474183350896,0.2088495575221239,0.18696186961869618,0.19476744186046513,0.13914964108227498,0.0632279534109817,0.09350649350649351,0.32762312633832974,0.32515337423312884,0.3247863247863248,0.18308457711442785,0.25942350332594233,0.19019607843137254,0.174508126603935,0.2198505869797225,0.1780821917808219,0.04330175913396482,0.144,0.35602094240837695,0.30807453416149067,0.18777943368107303,0.1726844583987441,0.06794682422451995,0.0823045267489712,0.043689320388349516,0.10116731517509728,0.10597826086956522,0.09021113243761997,0.09224730127576054,0.09036860879904875,0.05200433369447454,0.06336633663366337,0.05476673427991886,0.19953051643192488,0.19845644983461963,0.1890909090909091,0.2868292682926829,0.08103130755064457,0.13793103448275862,0.14245014245014245,0.15143120960295475,0.13448275862068965,0.4282238442822384,0.2898089171974522,0.23297491039426524,0.06387832699619772,0.049136786188579015,0.06474820143884892,0.07159904534606205,0.08560311284046693,1.0,0.06493506493506493,0.3920704845814978,0.3548387096774194,0.3672787979966611,0.10857763300760044,0.10857763300760044,0.10626992561105207,0.10857763300760044,0.13763440860215054,0.21759697256385999,0.2413452027695351,0.09290953545232274,0.05120481927710843,0.1211340206185567,0.1349036402569593,0.19863013698630136,0.06349206349206349,0.08734939759036145,0.2702222222222222,0.325437693099897
Philosophy B.A.,0.11738811445341159,0.11594202898550725,0.13111726685133887,0.11232876712328767,0.1079187105816398,0.08735936465916612,0.09647495361781076,0.09455842997323818,0.12276214833759591,0.08782435129740519,0.08819714656290532,0.08607021517553794,0.08459214501510574,0.07151979565772669,0.08617594254937164,0.0893970893970894,0.08660351826792964,0.07396870554765292,0.07661822985468957,0.07605633802816901,0.09116809116809117,0.10810810810810811,0.12147134302822926,0.05105105105105105,0.04020100502512563,0.10873146622734761,0.09443507588532883,0.10596026490066225,0.11487481590574374,0.07492795389048991,0.1435793731041456,0.13029315960912052,0.1160275319567355,0.08354430379746836,0.07854545454545454,0.07861936720997123,0.11423550087873462,0.1045531197301855,0.060029282576866766,0.08636977058029689,0.10654827968923418,0.09350333940497875,0.08365019011406843,0.08885542168674698,0.10890527509926262,0.054249547920433995,0.0921409214092141,0.07223476297968397,0.07956989247311828,0.07207207207207207,0.0877742946708464,0.0936768149882904,0.08641975308641975,0.08385370205173952,0.08548931383577053,0.10677618069815195,0.06657018813314038,0.09033613445378151,0.06375227686703097,0.06869220607661823,0.08964451313755796,0.08319738988580751,0.09800918836140889,0.1049645390070922,0.04395604395604396,0.16597510373443983,0.12209302325581395,0.14285714285714285,0.12564366632337795,0.1235813366960908,0.07314285714285715,0.060291060291060294,0.07036247334754797,0.1044776119402985,0.10942956926658906,0.08751608751608751,0.1023541453428864,0.09292929292929293,0.11393514460999124,0.12139303482587065,0.11980676328502415,0.11330935251798561,0.07763713080168777,0.08275862068965517,0.056179775280898875,0.06629834254143646,0.056241426611796985,0.06578947368421052,0.1620253164556962,0.07296137339055794,0.06493506493506493,1.0,0.03940886699507389,0.045454545454545456,0.047186932849364795,0.13516609392898052,0.13516609392898052,0.1366181410974244,0.13516609392898052,0.11791383219954649,0.0753221010901883,0.0893042575285566,0.07532467532467532,0.16233766233766234,0.09065934065934066,0.10835214446952596,0.07729468599033816,0.10996563573883161,0.08441558441558442,0.10027855153203342,0.08017334777898158
Physical Science B.A.,0.03996669442131557,0.0731070496083551,0.03474484256243214,0.026194144838212634,0.030039525691699605,0.05485544848035582,0.05021834061135371,0.05005213764337852,0.04838709677419355,0.22380952380952382,0.1839080459770115,0.15256588072122051,0.22,0.17713365539452497,0.26329113924050634,0.13,0.06239168110918544,0.059149722735674676,0.06386554621848739,0.058394160583941604,0.05555555555555555,0.0875,0.041708043694141016,0.36904761904761907,0.4091954022988506,0.02247191011235955,0.018561484918793503,0.04032258064516129,0.058027079303675046,0.10526315789473684,0.036275695284159616,0.02626641651031895,0.03274853801169591,0.15605095541401273,0.11211871393239901,0.23609534619750283,0.020491803278688523,0.013921113689095127,0.1744186046511628,0.06060606060606061,0.09742895805142084,0.05117845117845118,0.05790960451977401,0.06689536878216124,0.05121798875702686,0.04092071611253197,0.04656084656084656,0.09392265193370165,0.0859375,0.09090909090909091,0.055345911949685536,0.07514450867052024,0.056790123456790124,0.05005213764337852,0.0577716643741403,0.05172413793103448,0.015122873345935728,0.053164556962025315,0.19017094017094016,0.11764705882352941,0.0706713780918728,0.06766917293233082,0.019230769230769232,0.022435897435897436,0.0594059405940594,0.053475935828877004,0.057034220532319393,0.03365384615384615,0.042027194066749075,0.044374009508716325,0.025245441795231416,0.0275,0.023195876288659795,0.10903426791277258,0.0975609756097561,0.1073170731707317,0.12515337423312883,0.05405405405405406,0.05311542390194075,0.042704626334519574,0.050400916380297825,0.05052631578947368,0.13294232649071358,0.291866028708134,0.20088300220750552,0.03076923076923077,0.020061728395061727,0.037694013303769404,0.028662420382165606,0.039473684210526314,0.3920704845814978,0.03940886699507389,1.0,0.5463414634146342,0.6272493573264781,0.04781997187060478,0.04781997187060478,0.046511627906976744,0.04781997187060478,0.03333333333333333,0.06375442739079103,0.0599250936329588,0.03618421052631579,0.013215859030837005,0.03180212014134275,0.04696132596685083,0.14714714714714713,0.02857142857142857,0.04405286343612335,0.09836065573770492,0.1392904073587385
Physics Astronomy Concentration B.S.,0.08778346744696415,0.12775665399239544,0.09751609935602576,0.07650273224043716,0.07966457023060797,0.09768976897689768,0.09242144177449169,0.09066666666666667,0.09669211195928754,0.28628230616302186,0.22193548387096773,0.1871476888387824,0.22822822822822822,0.20838627700127066,0.25668449197860965,0.16977225672877846,0.11305518169582772,0.11315417256011315,0.12089356110381078,0.11204481792717087,0.10764872521246459,0.11180124223602485,0.08184143222506395,0.382089552238806,0.39600665557404324,0.058919803600654665,0.05025125628140704,0.08131868131868132,0.09663250366032211,0.14613180515759314,0.07452165156092648,0.05357142857142857,0.0842311459353575,0.20654911838790932,0.17258883248730963,0.2349570200573066,0.05253940455341506,0.06365159128978225,0.2,0.10363391655450875,0.14806629834254142,0.09933373712901272,0.09355246523388117,0.10810810810810811,0.09507640067911714,0.06463195691202872,0.09000900090009001,0.14606741573033707,0.139186295503212,0.14349775784753363,0.09365244536940687,0.11655011655011654,0.09836065573770492,0.08888888888888889,0.10078387458006718,0.09611451942740286,0.04028776978417266,0.100418410041841,0.2159709618874773,0.1366622864651774,0.12018489984591679,0.12520325203252033,0.06564885496183206,0.07072135785007072,0.05434782608695652,0.0907840440165062,0.09248554913294797,0.0781563126252505,0.07794871794871795,0.08531994981179424,0.06598407281001138,0.07453416149068323,0.06369426751592357,0.15841584158415842,0.14831981460023175,0.15364916773367476,0.17329255861365953,0.07214428857715431,0.11353711790393013,0.10505450941526263,0.11357074109720885,0.10752688172043011,0.18502943650126155,0.4349315068493151,0.2294776119402985,0.06136900078678206,0.0533515731874145,0.06179775280898876,0.0654911838790932,0.059574468085106386,0.3548387096774194,0.045454545454545456,0.5463414634146342,1.0,0.8504504504504504,0.09806157354618016,0.09806157354618016,0.09587513935340022,0.09806157354618016,0.0744920993227991,0.11056268509378085,0.10341261633919338,0.08785529715762273,0.04838709677419355,0.07103825136612021,0.08089887640449438,0.21394230769230768,0.08191126279863481,0.08064516129032258,0.13506012950971322,0.1725997842502697
Physics B.S.,0.08766716196136701,0.125193199381762,0.09568480300187618,0.07345807345807345,0.07659574468085106,0.09236947791164658,0.0999057492931197,0.09782608695652174,0.10718954248366012,0.29644670050761424,0.23872679045092837,0.19168591224018475,0.23875968992248062,0.2193211488250653,0.26296296296296295,0.17354497354497356,0.11357340720221606,0.11078717201166181,0.11621621621621622,0.10966810966810966,0.11094890510948906,0.11851851851851852,0.08506944444444445,0.3975346687211094,0.4068965517241379,0.06779661016949153,0.0625,0.08998875140607424,0.10574018126888217,0.15952732644017725,0.0823045267489712,0.054500412881915775,0.086,0.21216041397153945,0.17673048600883653,0.26120857699805067,0.05530776092774309,0.07291666666666667,0.21793921423276502,0.09829351535836177,0.15384615384615385,0.09202453987730061,0.08712363869314542,0.10678871090770405,0.09851088201603665,0.0708955223880597,0.09724770642201835,0.142692750287687,0.13581599123767799,0.1377726750861079,0.08936170212765958,0.10991636798088411,0.08795811518324607,0.07971014492753623,0.09174311926605505,0.08568443051201671,0.04451038575667656,0.10481283422459893,0.21646623496762257,0.14864864864864866,0.11746280344557557,0.12241521918941274,0.06982156710628394,0.07035175879396985,0.069164265129683,0.09631728045325778,0.09836065573770492,0.08188331627430911,0.07966457023060797,0.08505154639175258,0.07226107226107226,0.0761904761904762,0.06948968512486428,0.16264294790343076,0.14726840855106887,0.15263157894736842,0.18541666666666667,0.07531380753138076,0.11743772241992882,0.10931174089068826,0.11591355599214145,0.1095890410958904,0.1917808219178082,0.44404973357015987,0.2530922930542341,0.0672,0.0527411519777932,0.06685768863419293,0.0724450194049159,0.066815144766147,0.3672787979966611,0.047186932849364795,0.6272493573264781,0.8504504504504504,1.0,0.10046728971962617,0.10046728971962617,0.09817351598173515,0.10046728971962617,0.08323699421965318,0.10483870967741936,0.09936575052854123,0.09296148738379814,0.05008347245409015,0.090014064697609,0.08975834292289989,0.2120838471023428,0.0743362831858407,0.07345575959933222,0.1339622641509434,0.18322295805739514
Political Science B.A.,0.23501199040767387,0.2438118811881188,0.25936599423631124,0.2674220963172805,0.2678983833718245,0.20484581497797358,0.19522776572668113,0.18513323983169705,0.16191352345906163,0.13618974751338944,0.1171003717472119,0.132996632996633,0.11168562564632885,0.11580882352941177,0.10440835266821345,0.143646408839779,0.18582375478927204,0.1746031746031746,0.1657250470809793,0.17733990147783252,0.18867924528301888,0.23993685872138912,0.3541383989145183,0.09680741503604531,0.0975609756097561,0.19517543859649122,0.17817371937639198,0.21469859620148637,0.23983739837398374,0.0940940940940941,0.3323029366306028,0.2583170254403131,0.1588502269288956,0.1132420091324201,0.16071428571428573,0.19287833827893175,0.1981981981981982,0.15367483296213807,0.13524835427887494,0.20481253497481813,0.23880597014925373,0.21004098360655737,0.21242697822623474,0.20330679730557258,0.27079303675048355,0.10023310023310024,0.18413597733711048,0.1309823677581864,0.12955465587044535,0.13076278290025148,0.18225039619651348,0.1725625539257981,0.17697729052466718,0.182328190743338,0.1624790619765494,0.20641125879593433,0.12650602409638553,0.21957040572792363,0.14255167498218105,0.14124293785310735,0.20512820512820512,0.22077073807968647,0.28057107386716323,0.28338192419825076,0.06278026905829596,0.3463035019455253,0.38872104733131924,0.3233256351039261,0.28056426332288403,0.3460837887067395,0.1864406779661017,0.17837411207576953,0.18664521319388577,0.17132551848512173,0.18384879725085912,0.1589648798521257,0.19032761310452417,0.1025,0.21023513139695713,0.22442748091603054,0.2298507462686567,0.21030345800988004,0.1476510067114094,0.08361581920903954,0.12381646030589949,0.11704834605597965,0.0952921157118548,0.1095690284879474,0.22465753424657534,0.11932555123216602,0.10857763300760044,0.13516609392898052,0.04781997187060478,0.09806157354618016,0.10046728971962617,1.0,1.0,0.9833055091819699,1.0,0.18871103622577928,0.1917808219178082,0.2113564668769716,0.16372093023255813,0.1563517915309446,0.1819941916747338,0.24853064651553317,0.10238305383936452,0.11499436302142052,0.14115092290988057,0.2040520984081042,0.13680781758957655
Political Science Global Politics Concentration B.A.,0.23501199040767387,0.2438118811881188,0.25936599423631124,0.2674220963172805,0.2678983833718245,0.20484581497797358,0.19522776572668113,0.18513323983169705,0.16191352345906163,0.13618974751338944,0.1171003717472119,0.132996632996633,0.11168562564632885,0.11580882352941177,0.10440835266821345,0.143646408839779,0.18582375478927204,0.1746031746031746,0.1657250470809793,0.17733990147783252,0.18867924528301888,0.23993685872138912,0.3541383989145183,0.09680741503604531,0.0975609756097561,0.19517543859649122,0.17817371937639198,0.21469859620148637,0.23983739837398374,0.0940940940940941,0.3323029366306028,0.2583170254403131,0.1588502269288956,0.1132420091324201,0.16071428571428573,0.19287833827893175,0.1981981981981982,0.15367483296213807,0.13524835427887494,0.20481253497481813,0.23880597014925373,0.21004098360655737,0.21242697822623474,0.20330679730557258,0.27079303675048355,0.10023310023310024,0.18413597733711048,0.1309823677581864,0.12955465587044535,0.13076278290025148,0.18225039619651348,0.1725625539257981,0.17697729052466718,0.182328190743338,0.1624790619765494,0.20641125879593433,0.12650602409638553,0.21957040572792363,0.14255167498218105,0.14124293785310735,0.20512820512820512,0.22077073807968647,0.28057107386716323,0.28338192419825076,0.06278026905829596,0.3463035019455253,0.38872104733131924,0.3233256351039261,0.28056426332288403,0.3460837887067395,0.1864406779661017,0.17837411207576953,0.18664521319388577,0.17132551848512173,0.18384879725085912,0.1589648798521257,0.19032761310452417,0.1025,0.21023513139695713,0.22442748091603054,0.2298507462686567,0.21030345800988004,0.1476510067114094,0.08361581920903954,0.12381646030589949,0.11704834605597965,0.0952921157118548,0.1095690284879474,0.22465753424657534,0.11932555123216602,0.10857763300760044,0.13516609392898052,0.04781997187060478,0.09806157354618016,0.10046728971962617,1.0,1.0,0.9833055091819699,1.0,0.18871103622577928,0.1917808219178082,0.2113564668769716,0.16372093023255813,0.1563517915309446,0.1819941916747338,0.24853064651553317,0.10238305383936452,0.11499436302142052,0.14115092290988057,0.2040520984081042,0.13680781758957655
Political Science Law And Policy Concentration B.A.,0.235781990521327,0.24449877750611246,0.2599431818181818,0.2700280112044818,0.2694063926940639,0.20697167755991286,0.19529579472558803,0.18533886583679116,0.16260162601626016,0.1356443104747551,0.11861313868613138,0.13245033112582782,0.1094224924012158,0.11552346570397112,0.10204081632653061,0.1414141414141414,0.18609022556390978,0.17315175097276264,0.1645101663585952,0.1758454106280193,0.186952288218111,0.23776223776223776,0.37349397590361444,0.09687184661957618,0.09544468546637744,0.19527896995708155,0.1786492374727669,0.21445978878960195,0.2410358565737052,0.09421000981354269,0.3546423135464231,0.27945911139729557,0.15648286140089418,0.11300448430493273,0.16117647058823528,0.19444444444444445,0.20232399179767602,0.1568627450980392,0.1360141927853341,0.2036524626452684,0.23491027732463296,0.20892494929006086,0.21124540199684708,0.20205686630369027,0.2720306513409962,0.10022779043280182,0.18435754189944134,0.13047068538398018,0.12908366533864543,0.1302555647155812,0.18408736349453977,0.17302798982188294,0.17887432536622977,0.1839557399723375,0.16474464579901152,0.20939183987682833,0.1279527559055118,0.21769772905246673,0.14054813773717498,0.13863216266173753,0.2038295243977764,0.2205029013539652,0.2832618025751073,0.2858789625360231,0.06095791001451379,0.33969465648854963,0.3830207305034551,0.3214556482183472,0.2777777777777778,0.33989266547406083,0.18333333333333332,0.17560217560217561,0.18368962787015045,0.17006200177147918,0.18243243243243243,0.15970961887477314,0.1889400921658986,0.1,0.21282401091405184,0.22706766917293233,0.2323529411764706,0.2115518441196938,0.14701986754966886,0.08397790055248619,0.1249102656137832,0.11683417085427136,0.09534492428491306,0.10943124550035997,0.22242152466367712,0.11630847029077118,0.10626992561105207,0.1366181410974244,0.046511627906976744,0.09587513935340022,0.09817351598173515,0.9833055091819699,0.9833055091819699,1.0,0.9833055091819699,0.18889809444904723,0.1934032983508246,0.2111801242236025,0.16073059360730593,0.1594048884165781,0.1842355175688509,0.2477291494632535,0.1023417172593235,0.11245865490628446,0.1381509032943677,0.20399429386590584,0.13782051282051283
